source_path,bytes,git_mode,git_blob,kind,collection,canonical_owner,incubation_home,canonical_home,disposition,merge_group,trust_class,sensitivity,confidence,duplicate_of,duplicate_action,flags,migration_state,provenance_state,exit_criteria,destination_evidence,deletion_approved_by,deletion_approved_at,notes
.staging/.github/agents/awesome/arch-linux-expert.agent.md,2009,100644,9696b478269e0e03a91bf78b89d544a115275a17,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/arch-linux-expert.agent.md,aether/library/community/awesome-copilot/agents/arch-linux-expert.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/arch.agent.md,7086,100644,375638fa462736c3e8c28c699eb4a7e7fa0e3c4b,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/arch.agent.md,aether/library/community/awesome-copilot/agents/arch.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/arm-migration.agent.md,3364,100644,79d2e72d7d84639207c55a3e9f4a8e3ebed81f6e,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/arm-migration.agent.md,aether/library/community/awesome-copilot/agents/arm-migration.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/atlassian-requirements-to-jira.agent.md,18614,100644,5597341b197b23ceea91c4538c0d80c60661cdfc,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/atlassian-requirements-to-jira.agent.md,aether/library/community/awesome-copilot/agents/atlassian-requirements-to-jira.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/aws-cloud-expert.agent.md,6115,100644,c7e6bd920a013ed9ba17bad457aa76c5a1b12143,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/aws-cloud-expert.agent.md,aether/library/community/awesome-copilot/agents/aws-cloud-expert.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/aws-incident-triage.agent.md,5716,100644,da6f839bf32445841d04c4d76a70ff2b37b44615,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/aws-incident-triage.agent.md,aether/library/community/awesome-copilot/agents/aws-incident-triage.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/aws-principal-architect.agent.md,3002,100644,342c8758bc4de5c0117d6cc96171b9b25172e5e5,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/aws-principal-architect.agent.md,aether/library/community/awesome-copilot/agents/aws-principal-architect.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/aws-serverless-architect.agent.md,3986,100644,cb0d50bdca4df20d85a80f27f799d4285100b151,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/aws-serverless-architect.agent.md,aether/library/community/awesome-copilot/agents/aws-serverless-architect.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-iac-exporter.agent.md,23509,100644,4375868d7dff6e71d7d514381c332de4d884403b,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-iac-exporter.agent.md,aether/library/community/awesome-copilot/agents/azure-iac-exporter.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-iac-generator.agent.md,10757,100644,e39b376a82ed7f2628a36cd019c31d39d91fc05c,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-iac-generator.agent.md,aether/library/community/awesome-copilot/agents/azure-iac-generator.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-logic-apps-expert.agent.md,5160,100644,78a599cd5b1c9dc44175751d455291152c671ced,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-logic-apps-expert.agent.md,aether/library/community/awesome-copilot/agents/azure-logic-apps-expert.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-policy-analyzer.agent.md,1626,100644,466090edc12c8e2239b54391c00d9b828ef8eef8,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-policy-analyzer.agent.md,aether/library/community/awesome-copilot/agents/azure-policy-analyzer.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-principal-architect.agent.md,4432,100644,99373f7088a25f0c892943b4fa5939cb9861c57b,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-principal-architect.agent.md,aether/library/community/awesome-copilot/agents/azure-principal-architect.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-saas-architect.agent.md,8453,100644,6ef1e64bbb5ca72c0b5da20b3b9cfb8107c860da,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-saas-architect.agent.md,aether/library/community/awesome-copilot/agents/azure-saas-architect.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-smart-city-iot-architect.agent.md,1652,100644,233e9c217b9ff9ab4ddcebb5a6a57a3e86a47289,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-smart-city-iot-architect.agent.md,aether/library/community/awesome-copilot/agents/azure-smart-city-iot-architect.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-verified-modules-bicep.agent.md,1842,100644,86e1e6a0006ab9a182d300cb3bdda9c548fff107,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-verified-modules-bicep.agent.md,aether/library/community/awesome-copilot/agents/azure-verified-modules-bicep.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-verified-modules-owner-triage.agent.md,41316,100644,4ce3d9a7bbe4f3c45fe2275a3da14f7f33beec45,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-verified-modules-owner-triage.agent.md,aether/library/community/awesome-copilot/agents/azure-verified-modules-owner-triage.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/azure-verified-modules-terraform.agent.md,2656,100644,f96eba28296f05466899bb9e5e6600c91967471b,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/azure-verified-modules-terraform.agent.md,aether/library/community/awesome-copilot/agents/azure-verified-modules-terraform.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/bicep-implement.agent.md,2273,100644,c52383e703eeb3e328569d03799e78bc52e18a8f,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/bicep-implement.agent.md,aether/library/community/awesome-copilot/agents/bicep-implement.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/bicep-plan.agent.md,4539,100644,2bc5fa1e4989bf9ef899d661f0a0be6af83a54cf,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/bicep-plan.agent.md,aether/library/community/awesome-copilot/agents/bicep-plan.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/blueprint-mode.agent.md,10856,100644,04b234b23eb5b8edd6b535ae72428306ab9ec2bc,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/blueprint-mode.agent.md,aether/library/community/awesome-copilot/agents/blueprint-mode.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/cast-imaging-impact-analysis.agent.md,4780,100644,19ba7779a4a22a1a819ed3306cca32e824be238f,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/cast-imaging-impact-analysis.agent.md,aether/library/community/awesome-copilot/agents/cast-imaging-impact-analysis.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/cast-imaging-software-discovery.agent.md,3754,100644,ddd91d433e878d69d626119dd12c334d65506562,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/cast-imaging-software-discovery.agent.md,aether/library/community/awesome-copilot/agents/cast-imaging-software-discovery.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/cast-imaging-structural-quality-advisor.agent.md,3841,100644,a0cdfb2b26b22aaaca4f3c495bd56f3de1156fe5,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/cast-imaging-structural-quality-advisor.agent.md,aether/library/community/awesome-copilot/agents/cast-imaging-structural-quality-advisor.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/caveman-mode.agent.md,1614,100644,4ef689b2c1435a7c68d49a649733a2a0c3abc3f0,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/caveman-mode.agent.md,aether/library/community/awesome-copilot/agents/caveman-mode.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/centos-linux-expert.agent.md,2059,100644,630e0cc6263d095b5dbcb46453cbf8c3b0ba486f,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/centos-linux-expert.agent.md,aether/library/community/awesome-copilot/agents/centos-linux-expert.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
.staging/.github/agents/awesome/clojure-interactive-programming.agent.md,6652,100644,757f4da68d68e7cabbde20e4f97176db0bf8cd98,agent,community Copilot agents,aether,aether/.staging/community/awesome-copilot/agents/clojure-interactive-programming.agent.md,aether/library/community/awesome-copilot/agents/clojure-interactive-programming.agent.md,quarantine-and-curate,aether-community-awesome-copilot,quarantined-instruction,restricted-review,high,,,,quarantined,needs-source-license-review,destination revision recorded; owner validation passes; provenance and license resolved; source removal approved separately,,,,"Preserve the upstream package boundary; verify provenance, license, prompt safety, and bundled executable behavior before any generated distribution can activate it."
